Name,NetWorth,Country,Continent,Source,Continent_Rank,Rank,Age Range,Industry,,Age
Charles Cohen,3.5,United States,,real estate,,859,60,Real Estate,,69
Charles Dolan & family,6.1,United States,,cable television,,440,90,Media & Entertainment,,94
Charles Dunstone,1.1,United Kingdom,,mobile phones,,2524,50,Telecom,,57
Charles Edelstenne,3.3,France,,aviation,,925,80,Manufacturing,,83
Charles Ergen,9.6,United States,,satellite TV,,241,60,Media & Entertainment,,68
Charles Koch,46.4,United States,,Koch Industries,,27,80,Diversified,,85
Charles Munger,2,United States,,Berkshire Hathaway,,1580,90,Finance & Investments,,97
Charles Schwab,10.6,United States,,discount brokerage,,210,80,Finance & Investments,,83
Charles Simonyi,5,United States,,Microsoft,,561,70,Technology,,72
Charles Zegar,2.6,United States,,Bloomberg LP,,1205,70,Media & Entertainment,,73
Charlotte Colket Weber,1.7,United States,,Campbell Soup,,1833,70,Food & Beverage,,78
Charlotte Soderstrom,2.3,Sweden,,H&M,,1362,40,Fashion & Retail,,44
Charoen Sirivadhanabhakdi,13.5,Thailand,,"alcohol, real estate",,156,70,Food & Beverage,,76
"Chase Coleman, III.",10.3,United States,,investments,,219,40,Finance & Investments,,45
Chatchai Kaewbootta,1.7,Thailand,,auto loans,,1833,60,Finance & Investments,,69
Che Jianxing,3.9,China,,furniture retailing,,752,50,Fashion & Retail,,54
Chen Bang,17.9,China,,hospitals,,105,50,Healthcare,,55
Chen Baohua,1.5,China,,pharmaceutical,,2035,50,Healthcare,,59
Chen Dongsheng,4.9,China,,insurance,,574,60,Finance & Investments,,63
Chen Fashu,5.9,China,,investments,,472,60,Finance & Investments,,60
Chen Gang,1.2,China,,solar energy,,2378,50,Energy,,53
Chen Guoxiang & family,1.7,China,,real estate,,1833,70,Real Estate,,70
Chen Hua,2.8,China,,real estate,,1111,50,Real Estate,,55
Chen Huwen,2.8,China,,stationery,,1111,50,Manufacturing,,50
Chen Huxiong,2.8,China,,stationery,,1111,50,Manufacturing,,50
Chen Jiancheng,1.1,China,,manufacturing,,2524,60,Manufacturing,,62
Chen Jianhua,10.6,China,,chemicals,,210,50,Manufacturing,,50
Chen Jinshi & family,1.1,China,,"construction, real estate",,2524,50,Real Estate,,58
Chen Jinxia,2.4,China,,investments,,1299,50,Finance & Investments,,53
Chen Kaichen,1.6,China,,household chemicals,,1931,N/A,Manufacturing,,N/A
Chen Kaixuan,2.9,China,,household chemicals,,1064,60,Manufacturing,,62
Chen Lip Keong,4.6,Malaysia,,"casinos, property, energy",,622,70,Gambling & Casinos,,73
Chen Liying,1.4,China,,package delivery,,2141,40,Logistics,,45
Chen Qiongxiang,1.6,China,,batteries,,1931,N/A,Energy,,N/A
Chen Qixing,1.4,China,,electronics components,,2141,60,Technology,,61
Chen Rui,5.9,China,,online entertainment,,472,40,Media & Entertainment,,43
Chen Shiliang,1.9,China,,polyester,,1664,50,Manufacturing,,57
Chen Tei-fu,1.9,Taiwan,,herbal products,,1664,70,Fashion & Retail,,72
Chen Tianqiao,1.2,China,,online games,,2378,40,Technology,,47
Chen Tianshi,2.8,China,,semiconductors,,1111,30,Technology,,36
Chen Wenyuan & family,1.7,China,,testing equipment,,1833,50,Technology,,53
Chen Xianbao & family,1.5,China,,food,,2035,60,Food & Beverage,,61
Chen Xiao Ying,2.4,China,,health information,,1299,50,Healthcare,,57
Chen Xiaohui,1.5,China,,information technology,,2035,50,Technology,,50
Chen Xuehua,1.6,China,,nonferrous,,1931,60,Metals & Mining,,60
Chen Xueli,2.4,China,,pharmaceuticals,,1299,60,Healthcare,,69
Chen Xueling,1.7,China,,stationery,,1833,50,Manufacturing,,53
Chen Yuantai,1.1,China,,batteries,,2524,50,Energy,,53
Chen Yung-tai,1.6,Taiwan,,real estate,,1931,80,Real Estate,,85
Chen Zemin & family,1.6,China,,food,,1931,70,Food & Beverage,,78
Chen Zhiping,15.9,China,,e-cigarettes,,121,40,Manufacturing,,45
Chen Zhisong,2.3,China,,communication equipment,,1362,50,Technology,,55
Chen Zhuolin,1.4,China,,real estate,,2141,50,Real Estate,,59
Cheng Antares,1.1,Hong Kong,,liquor,,2524,60,Food & Beverage,,63
Cheng Lili,1.3,China,,poultry breeding,,2263,50,Food & Beverage,,56
Cheng Wei,1.2,China,,ride-hailing service,,2378,30,Service,,38
Cheng Xianfeng,1.7,China,,pharmaceuticals,,1833,50,Healthcare,,52
Cheng Xue,8.7,China,,soy sauce,,274,50,Food & Beverage,,51
Cheng Yixiao,14.1,China,,video streaming app,,148,30,Media & Entertainment,,37
Chetan Dube,2.4,United States,,technology,,1299,50,Technology,,55
Chey Ki-won,1.2,South Korea,,"computer services, telecom",,2378,50,Technology,,56
Chey Tae-won,3.2,South Korea,,"oil, semiconductor",,956,60,Telecom,,60
Chi Yufeng,3.1,China,,software,,986,50,Technology,,50
Chin Jong Hwa,2.2,Taiwan,,auto parts,,1444,60,Automotive,,62
Chip Wilson,4.9,Canada,,Lululemon,,574,60,Fashion & Retail,,64
Chirayu Amin,1.7,India,,pharmaceuticals,,1833,70,Healthcare,,74
Cho Jung-ho,1.3,South Korea,,finance,,2263,60,Finance & Investments,,62
Cho Jyh-jer,1.3,Taiwan,,semiconductors,,2263,N/A,Technology,,N/A
Cho Tak Wong,4.1,Hong Kong,,auto parts,,705,70,Manufacturing,,74
Choo Chong Ngen,2.6,Singapore,,hotels,,1205,60,Real Estate,,67
Chris Britt,1.3,United States,,fintech,,2263,40,Finance & Investments,,48
Chris Larsen,3.4,United States,,cryptocurrency,,891,60,Finance & Investments,,60
Chris Sacca,1.2,United States,,venture capital investing,,2378,40,Finance & Investments,,45
Christian Bertermann,1.2,Germany,,used car sales,,2378,30,Automotive,,37
Christian Birkenstock,1.7,Germany,,shoes,,1833,40,Fashion & Retail,,48
Christian Haub,3,Germany,,retail,,1008,50,Fashion & Retail,,56
Christian Herz,1.4,Germany,,coffee,,2141,N/A,Finance & Investments,,N/A
Christian Latouche,1.5,France,,accounting services,,2035,80,Finance & Investments,,80
Christian Oetker,2.8,Germany,,consumer goods,,1111,70,Fashion & Retail,,72
Christiane Schoeller,2.1,Germany,,publishing,,1517,N/A,Media & Entertainment,,N/A
Christine Knauf,1.4,Germany,,building materials,,2141,N/A,Manufacturing,,N/A
Christoph Henkel,1.7,Germany,,consumer goods,,1833,60,Fashion & Retail,,63
Christoph Zeller,5.5,Liechtenstein,,dental implants,,502,60,Healthcare,,63
Christopher Goldsbury,1.7,United States,,salsa,,1833,70,Food & Beverage,,78
Christopher Hohn,5.9,United Kingdom,,hedge funds,,472,50,Finance & Investments,,54
Christopher Kwok,1.9,Hong Kong,,real estate,,1664,30,Real Estate,,35
Christopher Rokos,1.9,United Kingdom,,hedge fund,,1664,50,Finance & Investments,,50
Christy Walton,7.2,United States,,Walmart,,352,70,Fashion & Retail,,72
Chu Jian,1.3,China,,Manufacturing,,2263,50,Manufacturing,,58
Chu Lam Yiu,3.6,Hong Kong,,flavorings,,831,50,Manufacturing,,51
Chu Mang Yee & family,6.5,China,,real estate,,404,60,Real Estate,,61
Chua Thian Poh,1.2,Singapore,,real estate,,2378,70,Real Estate,,72
Chuchat Petaumpai & Daonapa Petampai,3.5,Thailand,,motorcycle loans,,859,60,Finance & Investments,,67
Chuck Bundrant,1.3,United States,,fishing,,2263,70,Food & Beverage,,79
Chung Mong-joon,1,South Korea,,"shipbuilding, industrial machines",,2674,60,Manufacturing,,69
Chung Yong-jin,1.9,South Korea,,retail,,1664,50,Fashion & Retail,,52
Clayton Mathile,2.3,United States,,pet food,,1362,80,Food & Beverage,,80
Clayton Zekelman,1.4,Canada,,steel,,2141,50,Manufacturing,,52
Clelia Haji-Ioannou,1,Cyprus,,EasyJet,,2674,50,Service,,50
Clemens Toennies,1.6,Germany,,meat processing,,1931,60,Food & Beverage,,64
Clement Fayat & family,1.2,France,,construction,,2378,80,Construction & Engineering,,89
Clifford Asness,1.4,United States,,money management,,2141,50,Finance & Investments,,54
Clive Calder,5.5,United Kingdom,,record label,,502,70,Media & Entertainment,,74
Clive Palmer,3.8,Australia,,mining,11,775,60,Metals & Mining,,67
Colin Zheng Huang,55.3,China,Asia,e-commerce,4,21,40,Technology,,41
Conni Jonsson,1.3,Sweden,,asset management,,2263,60,Finance & Investments,,60
Craig McCaw,2,United States,,telecom,,1580,70,Telecom,,71
Cyrus Poonawalla,12.7,India,,vaccines,,169,70,Healthcare,,79
D. Leopoldo Del Pino,1.8,Spain,,construction,,1750,50,Construction & Engineering,,58
Dagmar Dolby & family,5.5,United States,,Dolby Laboratories,,502,70,Technology,,79
Dai Lizhong,2.4,China,,medical testing,,1299,50,Healthcare,,52
Dai Wenjun,2,China,,food,,1580,50,Food & Beverage,,52
Daisuke Sasaki,1.1,Japan,,software,,2524,40,Technology,,40
Dan Cathy,8.3,United States,,Chick-fil-A,,297,60,Food & Beverage,,68
Dan Friedkin,4.1,United States,,Toyota dealerships,,705,50,Automotive,,56
Dan Gertler,1.2,Israel,,mining,,2378,40,Metals & Mining,,47
Dan Kurzius,3,United States,,email marketing,,1008,40,Technology,,49
Dan Olsson,3.9,Sweden,,diversified,,752,70,Diversified,,74
Dan Snyder,2.6,United States,,Washington Redskins,,1205,50,Sports,,56
Dan Wilks,1.1,United States,,natural gas,,2524,60,Energy,,64
Dang Yanbao,12.7,China,,coal,,169,40,Metals & Mining,,48
Dani Reiss,1.2,Canada,,down jackets,,2378,40,Fashion & Retail,,47
Daniel Chiu,1.7,Hong Kong,,oil & gas,,1833,60,Energy,,60
Daniel D'Aniello,3.8,United States,,private equity,,775,70,Finance & Investments,,74
Daniel Dines,6,Romania,,software,,451,40,Technology,,49
Daniel Ek,4.6,Sweden,,Spotify,,622,30,Technology,,38
Daniel Feffer,1.6,Brazil,,pulp and paper,,1931,60,Manufacturing,,61
Daniel Gilbert,51.9,United States,,Quicken Loans,,23,50,Finance & Investments,,59
Daniel Hirschfeld,1.4,United States,,fashion retail,,2141,70,Fashion & Retail,,79
Daniel Kretinsky,4.1,Czechia,,"energy, investments",,705,40,Energy,,45
Daniel Loeb,3.5,United States,,hedge funds,,859,50,Finance & Investments,,59
Daniel Lubetzky,2.1,United States,,snack bars,,1517,50,Food & Beverage,,52
Daniel Mate,2.3,Spain,,"mining, commodities",,1362,50,Metals & Mining,,57
Daniel Och,3.6,United States,,hedge funds,,831,60,Finance & Investments,,60
Daniel Pritzker,2.6,United States,,"hotels, investments",,1205,60,Finance & Investments,,61
Daniel Sundheim,2.5,United States,,hedge funds,,1249,40,Finance & Investments,,44
Daniel Tsai,3.4,Taiwan,,finance,,891,60,Finance & Investments,,64
Daniel Yong Zhang,1,China,,e-commerce,,2674,40,Technology,,49
Daniel Ziff,5,United States,,investments,,561,40,Finance & Investments,,49
Danna Azrieli,1.1,Israel,,Real estate,,2524,50,Real Estate,,53
Dannine Avara,6,United States,,pipelines,,451,50,Energy,,57
Darwin Deason,1.4,United States,,software,,2141,80,Service,,80
Daryl Katz,3.6,Canada,,pharmacies,,831,50,Diversified,,59
David Baszucki,2.8,United States,,online games,,1111,50,Media & Entertainment,,58
David Bonderman,4.1,United States,,private equity,,705,70,Finance & Investments,,78
David Booth,1.8,United States,,mutual funds,,1750,70,Finance & Investments,,75
David Chen,2.4,Singapore,,online games,,1299,40,Media & Entertainment,,40
David Cheriton,8.8,Canada,,Google,,269,70,Technology,,70
David Duffield,13.5,United States,,business software,,156,80,Technology,,80
David Feffer,1.7,Brazil,,pulp and paper,,1833,60,Manufacturing,,64
David Filo,3.5,United States,,Yahoo,,859,50,Technology,,54
David Geffen,9.5,United States,,"movies, record labels",,245,70,Media & Entertainment,,78
David Golub,1.1,United States,,private equity,,2524,50,Finance & Investments,,58
David Gottesman,2.8,United States,,investments,,1111,90,Finance & Investments,,94
David Green & family,7.6,United States,,retail,,327,70,Fashion & Retail,,79
David Hains,2.3,Australia,,Investments,,1362,90,Finance & Investments,,90
David Harding,1,United Kingdom,,finance,,2674,50,Finance & Investments,,59
David Helgason,1,Iceland,,game software,,2674,40,Technology,,43
David Hindawi,1.8,United States,,software,,1750,70,Technology,,76
David Jiang,2.3,China,,e-cigarettes,,1362,40,Manufacturing,,42
David Katzman,1,United States,,teeth aligners,,2674,60,Service,,61
David Lichtenstein,1.7,United States,,real estate,,1833,50,Real Estate,,59
David McMurtry,2.2,United Kingdom,,manufacturing,,1444,80,Manufacturing,,80
David Mindus,1.6,Sweden,,real estate,,1931,40,Real Estate,,49
David Murdock,2.1,United States,,"Dole, real estate",,1517,90,Food & Beverage,,97
David Nahmad,2,Monaco,,art collection,,1580,70,Fashion & Retail,,73
David Paul,1.6,United States,,medical devices,,1931,50,Healthcare,,54
David Penaloza Alanis,1,Mexico,,toll roads,,2674,40,Construction & Engineering,,47
David Reuben,7.7,United Kingdom,,"investments, real estate",,323,80,Real Estate,,82
David Rubenstein,3.7,United States,,private equity,,807,70,Finance & Investments,,71
David Shaw,7.3,United States,,hedge funds,,344,70,Finance & Investments,,70
David Siegel,6.5,United States,,hedge funds,,404,50,Finance & Investments,,59
David Steward,3.7,United States,,IT provider,,807,60,Technology,,69
David Sun,9.1,United States,,computer hardware,,256,60,Technology,,69
David Teoh & family,1.9,Australia,,telecom,,1664,60,Telecom,,65
David Tepper,14.5,United States,,hedge funds,,142,60,Finance & Investments,,63
David Thomson & family,41.8,Canada,,media,,33,60,Media & Entertainment,,63
David Velez,5.2,Colombia,,fintech,,539,30,Finance & Investments,,39
David Walentas,2.2,United States,,real estate,,1444,80,Real Estate,,82
David Wertheim,2.4,Israel,,Coca Cola Israel,,1299,60,Food & Beverage,,63
David Xueling Li,2.3,China,,live streaming service,,1362,40,Technology,,48
David Zalik,1.6,United States,,financial technology,,1931,40,Technology,,47
Dean Solon,2.2,United States,,solar systems,,1444,50,Energy,,56
Deepak Mehta,1.3,India,,chemicals,,2263,60,Manufacturing,,64
Deng Hui & family,1.2,United States,,software,,2378,50,Technology,,58
Deng Weiming & family,2.8,China,,materials,,1111,50,Manufacturing,,52
Deng Wen,3.4,China,,flavorings,,891,50,Food & Beverage,,53
Deng Yingzhong,2.3,China,,paper,,1362,70,Manufacturing,,70
Denis O'Brien,4.6,Ireland,,telecom,,622,60,Telecom,,62
Denise Coates,6.5,United Kingdom,,online gambling,,404,50,Gambling & Casinos,,53
Denise York & family,3.5,United States,,San Francisco 49ers,,859,70,Sports,,70
Deniz Sahenk,1.6,Turkey,,diversified,,1931,70,Diversified,,75
Dennis Gillings,2,United Kingdom,,drug testing,,1580,70,Healthcare,,76
Dennis Washington,6.4,United States,,"construction, mining",,418,80,Logistics,,86
Dermot Desmond,2.2,Ireland,,finance,,1444,70,Finance & Investments,,70
Devendra Jain,1.7,India,,chemicals,,1833,90,Manufacturing,,92
Dhanin Chearavanont,18.1,Thailand,,diversified,,103,80,Diversified,,81
Diane Hendricks,8,United States,,roofing,,308,70,Construction & Engineering,,74
Diane Kemper,3,United States,,real estate,,1008,70,Real Estate,,75
Diao Zhizhong,2.1,China,,software,,1517,50,Technology,,57
Diego Della Valle,1.2,Italy,,shoes,,2378,60,Fashion & Retail,,67
Dieter Schnabel,2.1,Germany,,chemicals,,1517,70,Manufacturing,,75
Dieter Schwarz,36.9,Germany,Europe,retail,6,38,80,Fashion & Retail,,81
Dietmar Hopp & family,10.1,Germany,,software,,224,80,Technology,,80
Dietrich Mateschitz,26.9,Austria,,Red Bull,,56,70,Food & Beverage,,76
Dilip Shanghvi,10.9,India,,pharmaceuticals,,203,60,Healthcare,,65
Dinara Kulibaeva,2.8,Kazakhstan,,banking,,1111,50,Finance & Investments,,53
Ding Lieming & family,1.6,China,,pharmaceuticals,,1931,50,Healthcare,,57
Ding Shijia,9.3,China,,sports apparel,,251,50,Fashion & Retail,,57
Ding Shizhong & family,9.4,China,,sports apparel,,247,50,Fashion & Retail,,50
Dirk Rossmann & family,3.8,Germany,,drugstores,,775,70,Fashion & Retail,,74
Dirk Stroeer,1.3,Germany,,advertising,,2263,50,Media & Entertainment,,52
Dirk Ziff,5,United States,,investments,,561,50,Finance & Investments,,57
Djoko Susanto,1.7,Indonesia,,supermarkets,,1833,70,Fashion & Retail,,71
Dmitry Bukhman,7.9,Russia,,online games,,311,30,Media & Entertainment,,35
Dmitry Kamenshchik,1.8,Russia,,airport,,1750,50,Service,,52
Dmitry Pumpyansky,2.4,Russia,,steel pipes,,1299,50,Metals & Mining,,57
Dmitry Rybolovlev,6.7,Russia,,fertilizer,,391,50,Manufacturing,,54
Domenico Dolce,1.6,Italy,,luxury goods,,1931,60,Fashion & Retail,,62
Dominika Kulczyk,2.1,Poland,,diversified,,1517,40,Finance & Investments,,43
Don Hankey,3.2,United States,,auto loans,,956,70,Finance & Investments,,77
Don Vultaggio & family,3.8,United States,,beverages,,775,60,Food & Beverage,,69
Dona Bertarelli,4.7,Switzerland,,biotech,,608,50,Diversified,,53
Donald Bren,15.3,United States,,real estate,,132,80,Real Estate,,88
Donald Foss,1.6,United States,,auto loans,,1931,70,Automotive,,76
Donald Friese,1.1,United States,,manufacturing,,2524,80,Manufacturing,,80
Donald Horton,2.4,United States,,homebuilding,,1299,70,Real Estate,,71
Donald Newhouse,17.6,United States,,media,,109,90,Media & Entertainment,,91
Donald Sterling,3.8,United States,,real estate,,775,80,Real Estate,,86
Donald Trump,2.4,United States,,real estate,,1299,70,Real Estate,,74
Dong Fan,4.6,China,,medical devices,,622,50,Healthcare,,51
Dong Jinggui,3.3,China,,electric scooters,,925,50,Automotive,,51
Dong Wei,5.5,China,,pharmaceuticals,,502,50,Healthcare,,50
Doris Fisher,2.8,United States,,Gap,,1111,80,Fashion & Retail,,89
Dou Zhenggang,2,China,,"energy, chemicals",,1580,60,Diversified,,67
Douglas Hsu,2.4,Taiwan,,diversified,,1299,70,Diversified,,78
Douglas Leone,5.8,United States,,venture capital,,476,60,Finance & Investments,,63
"Drayton McLane, Jr.",2.8,United States,,"Walmart, logistics",,1111,80,Fashion & Retail,,84
Drew Houston,1.8,United States,,cloud storage service,,1750,30,Technology,,38
Drorit Wertheim,1.4,Israel,,Coca Cola Israel,,2141,60,Food & Beverage,,65
Du Jiangtao & family,4,China,,chemicals,,727,50,Manufacturing,,51
Du Shuanghua,1.3,China,,steel,,2263,50,Manufacturing,,56
Du Weimin,3.9,China,,vaccines,,752,50,Healthcare,,57
Duke Reyes,1.2,United States,,beer distribution,,2378,60,Food & Beverage,,64
Dulce Pugliese de Godoy Bueno,6,Brazil,,"hospitals, health care",,451,70,Healthcare,,73
Duncan MacMillan,1.5,United States,,Bloomberg LP,,2035,80,Finance & Investments,,83
Dustin Moskovitz,17.8,United States,,Facebook,,107,30,Technology,,36
E. Joe Shoen,3.5,United States,,U-Haul,,859,70,Automotive,,71
Eddie & Sol Zakay,2.5,United Kingdom,,real estate,,1249,N/A,Real Estate,,N/A
Eddy Kusnadi Sariaatmadja,3,Indonesia,,"media, tech",,1008,60,Media & Entertainment,,67
Edgar Sia II,1.1,Philippines,,fast food,,2524,40,Food & Beverage,,44
Edouard Carmignac,1.2,France,,asset management,,2378,70,Finance & Investments,,73
Eduard Chukhlebov,1.3,Russia,,metallurgy,,2263,50,Metals & Mining,,57
Eduard Kucera,1.1,Czechia,,software,,2524,60,Technology,,68
Eduardo Belmont Anderson,1.1,Peru,,cosmetics,,2524,70,Fashion & Retail,,75
Eduardo de Pontes,2.4,Brazil,,payments processing,,1299,40,Technology,,41
Eduardo Eurnekian,1.3,Argentina,,"airports, investments",,2263,80,Diversified,,88
Eduardo Hochschild,1.3,Peru,,mining,,2263,50,Metals & Mining,,57
Eduardo Saverin,14.6,Brazil,South America,Facebook,3,140,30,Technology,,39
Edward Bass,2.2,United States,,"oil, investments",,1444,70,Energy,,75
"Edward DeBartolo, Jr.",2.3,United States,,shopping centers,,1362,70,Real Estate,,74
"Edward Johnson, III.",10.3,United States,,money management,,219,90,Finance & Investments,,90
"Edward Johnson, IV.",4.8,United States,,money management,,589,50,Finance & Investments,,56
Edward Kwok,1.9,Hong Kong,,real estate,,1664,40,Real Estate,,40
Edward Lampert,1.7,United States,,Sears,,1833,50,Finance & Investments,,58
"Edward Roski, Jr.",5.5,United States,,real estate,,502,80,Real Estate,,82
Edward Stack,1.4,United States,,Dick's Sporting Goods,,2141,60,Fashion & Retail,,66
Edwin Leong,4.3,Hong Kong,,real estate,,665,60,Real Estate,,69
Egon Durban,1.3,United States,,private equity,,2263,40,Finance & Investments,,47
Eiichi Kuriwada,2.3,Japan,,package delivery,,1362,70,Logistics,,74
